,0
932,"How can you tell the legend from the fact on these worlds that lie so many years away?—planets without names, called by their people simply The World, planets without history, where the past is a matter of myth, and a returning explorer finds his own doings of a few years back have become the gestures of a god."
933,How the patient scientist feels when the shapeless tussocks and vague ditches under the thistles and scrub begin to take shape and come clear: this was the outer rampart—this the gateway—that was the granary!
934,On my naming day when I come 12 I gone front spear and kilt a wyld boar he parbly ben the las wyld pig on the Bundel Downs any how there hadnt ben none for a long time befor him nor I aint looking to see none agen.
935,"“Wild Cat Island in sight!” Cried Roger, the ship’s boy, who was keeping a look-out, wedged before the mast, and finding that a year had made a lot of difference and that there was much less room for him in there with the anchor and ropes than there used to be the year before when he was only seven."
936,"Peter Duck was sitting on a bollard on the north quay of Lowestoft Inner Harbour, smoking his pipe in the midday sunshine and looking down at a little, green, two-masted schooner that was tied up there while making ready for sea."
937,"About thirty years ago Miss Maria Ward, of Huntingon, with only seven thousand pounds, had the good luck to captivate Sir Thomas Bertram, or Mansfield Park, in the county of Northampton, and to be thereby raised to the rank of a baronet's lady, with all the comforts and consequences of an handsome house and a large income."
938,"Emma Woodhouse, handsome, clever, and rich, with a comfortable home and happy disposition, seemed to unite some of the best blessings of existence; and had lived nearly twenty-one years in the world with very little to distress or vex her."
939,"I fling open my bedroom curtains, and there's the thirsty sky and the wide river full of ships and boats and stuff, but I'm already thinking of Vinny's chocolatey eyes, shampoo down Vinny's back, beads of sweat on Vinny's shoulders, and Vinny's sly laugh, and by now my heart's going mental and, God, I wish I was waking up at Vinny's place in Peacock Street an not in my own stupid bedroom."
940,"The other day, in looking over my papers, I found in my desk the following copy of a letter, sent by me a year ago to an old school acquaintance:-- ""Dear Charles, I think when you and I were at Eton together, we were neither of us what could be called popular characters: you were a sarcastic, observant, shrewd, cold-blooded creature; my own portrait I will not attempt to draw, but I cannot recollect that it was a strikingly attractive one-- can you?"
941,"My dear brother,-- I can no longer refuse myself the pleasure of profiting by your kind invitation when we last parted of spending  some weeks with you at Churchill, and, therefore, if quite convenient to you and Mrs Vernon to receive me at present, I shall hope within a few days to be introduced to a sister whom I have so long desired to be acquainted with."
942,"Between 7:30 and 8:30 every morning except Sundays, Johnnie Butt made the round of the village of Chipping Cleghorn on his bicycle, whistling vociferously through his teeth, and alighting at each house or cottage to shove through the letterbox such morning papers as had been ordered by the occupants of the house in question from Mr. Totman, stationer, of the High Street."
943,"This inscription could be seen on the glass door of a small shop, but naturally this was only the way it looked if you were inside the dimly lit shop, looking out at the street through the plateglass door."
